indice,codibge, uf, pop, cifpm, part_uf
382,431805,RS,"3,046",0.6,0.126103%
383,431810,RS,"19,621",1.2,0.252207%
384,431820,RS,"21,408",1.2,0.252207%
385,431830,RS,"62,594",2.4,0.504414%
386,431840,RS,"23,263",1.2,0.252207%
387,431842,RS,"4,851",0.6,0.126103%
388,431843,RS,"2,657",0.6,0.126103%
389,431844,RS,"2,850",0.6,0.126103%
390,431845,RS,"2,761",0.6,0.126103%
391,431846,RS,"2,217",0.6,0.126103%
392,431848,RS,"4,373",0.6,0.126103%
393,431849,RS,"2,237",0.6,0.126103%
394,431850,RS,"26,721",1.4,0.294241%
395,431860,RS,"7,116",0.6,0.126103%
396,431861,RS,"2,218",0.6,0.126103%
397,431862,RS,"3,441",0.6,0.126103%
398,431870,RS,"225,520",4.0,0.840689%
399,431880,RS,"44,498",2.0,0.420345%
400,431890,RS,"35,344",1.6,0.336276%
401,431900,RS,"21,024",1.2,0.252207%
402,431910,RS,"5,868",0.6,0.126103%
403,431912,RS,"3,303",0.6,0.126103%
404,431915,RS,"7,698",0.6,0.126103%
405,431920,RS,"5,794",0.6,0.126103%
406,431930,RS,"6,425",0.6,0.126103%
407,431935,RS,"3,522",0.6,0.126103%
408,431936,RS,"1,969",0.6,0.126103%
409,431937,RS,"2,975",0.6,0.126103%
410,431940,RS,"16,817",1.0,0.210172%
411,431950,RS,"23,128",1.2,0.252207%
412,431960,RS,"24,465",1.4,0.294241%
413,431970,RS,"3,665",0.6,0.126103%
414,431971,RS,"2,249",0.6,0.126103%
415,431973,RS,"2,743",0.6,0.126103%
416,431975,RS,"2,062",0.6,0.126103%
417,431980,RS,"8,754",0.6,0.126103%
418,431990,RS,"78,718",2.6,0.546448%
419,432000,RS,"137,104",3.6,0.756620%
420,432010,RS,"22,632",1.2,0.252207%
421,432020,RS,"11,188",0.8,0.168138%
422,432023,RS,"3,078",0.6,0.126103%
423,432026,RS,"7,343",0.6,0.126103%
424,432030,RS,"5,114",0.6,0.126103%
425,432032,RS,"2,890",0.6,0.126103%
426,432035,RS,"5,438",0.6,0.126103%
427,432040,RS,"15,401",1.0,0.210172%
428,432045,RS,"2,277",0.6,0.126103%
429,432050,RS,"6,285",0.6,0.126103%
430,432055,RS,"6,166",0.6,0.126103%
431,432057,RS,"2,153",0.6,0.126103%
432,432060,RS,"3,915",0.6,0.126103%
433,432065,RS,"2,495",0.6,0.126103%
434,432067,RS,"10,390",0.8,0.168138%
435,432070,RS,"14,861",1.0,0.210172%
436,432080,RS,"31,150",1.6,0.336276%
437,432085,RS,"4,385",0.6,0.126103%
438,432090,RS,"20,905",1.2,0.252207%
439,432100,RS,"10,789",0.8,0.168138%
440,432110,RS,"17,273",1.2,0.252207%
441,432120,RS,"56,896",2.2,0.462379%
442,432130,RS,"27,039",1.4,0.294241%
443,432132,RS,"3,078",0.6,0.126103%
444,432135,RS,"5,539",0.6,0.126103%
445,432140,RS,"14,075",1.0,0.210172%
446,432143,RS,"10,467",0.8,0.168138%
447,432145,RS,"29,411",1.4,0.294241%
448,432146,RS,"2,874",0.6,0.126103%
449,432147,RS,"6,484",0.6,0.126103%
450,432149,RS,"3,007",0.6,0.126103%
451,432150,RS,"36,595",1.6,0.336276%
452,432160,RS,"45,079",2.0,0.420345%
453,432162,RS,"2,387",0.6,0.126103%
454,432163,RS,"2,898",0.6,0.126103%
455,432166,RS,"10,707",0.8,0.168138%
456,432170,RS,"25,535",1.4,0.294241%
457,432180,RS,"24,471",1.4,0.294241%
458,432183,RS,"2,953",0.6,0.126103%
459,432185,RS,"4,487",0.6,0.126103%
460,432190,RS,"24,665",1.4,0.294241%
461,432195,RS,"5,962",0.6,0.126103%
462,432200,RS,"27,394",1.4,0.294241%
463,432210,RS,"6,024",0.6,0.126103%
464,432215,RS,"4,565",0.6,0.126103%
465,432218,RS,"1,598",0.6,0.126103%
466,432220,RS,"23,314",1.2,0.252207%
467,432225,RS,"4,248",0.6,0.126103%
468,432230,RS,"8,663",0.6,0.126103%
469,432232,RS,"3,608",0.6,0.126103%
470,432234,RS,"2,302",0.6,0.126103%
471,432235,RS,"1,457",0.6,0.126103%
472,432237,RS,"2,497",0.6,0.126103%
473,432240,RS,"129,504",3.6,0.756620%
474,432250,RS,"64,252",2.4,0.504414%
475,432253,RS,"11,563",0.8,0.168138%
476,432254,RS,"5,447",0.6,0.126103%
477,432252,RS,"3,404",0.6,0.126103%
478,432255,RS,"2,071",0.6,0.126103%
479,432260,RS,"69,154",2.4,0.504414%
480,432270,RS,"25,338",1.4,0.294241%
481,432280,RS,"24,252",1.4,0.294241%
482,432285,RS,"1,997",0.6,0.126103%
483,432290,RS,"5,344",0.6,0.126103%
484,432300,RS,"250,028",4.0,0.840689%
485,432310,RS,"5,305",0.6,0.126103%
486,432320,RS,"3,091",0.6,0.126103%
487,432330,RS,"3,341",0.6,0.126103%
488,432335,RS,"2,202",0.6,0.126103%
489,432340,RS,"4,377",0.6,0.126103%
490,432345,RS,"4,359",0.6,0.126103%
491,432350,RS,"2,899",0.6,0.126103%
492,432360,RS,"1,614",0.6,0.126103%
493,432370,RS,"2,862",0.6,0.126103%
494,432375,RS,"3,510",0.6,0.126103%
495,432377,RS,"2,925",0.6,0.126103%
496,432380,RS,"13,689",1.0,0.210172%
2,420010,SC,"17,584",1.2,0.410116%
3,420020,SC,"9,957",0.6,0.205058%
4,420030,SC,"5,172",0.6,0.205058%
5,420040,SC,"7,110",0.6,0.205058%
6,420050,SC,"6,313",0.6,0.205058%
7,420055,SC,"2,430",0.6,0.205058%
8,420060,SC,"5,926",0.6,0.205058%
9,420070,SC,"9,737",0.6,0.205058%
10,420075,SC,"2,007",0.6,0.205058%
11,420080,SC,"6,145",0.6,0.205058%
12,420090,SC,"5,166",0.6,0.205058%
13,420100,SC,"8,230",0.6,0.205058%
14,420110,SC,"3,259",0.6,0.205058%
15,420120,SC,"7,906",0.6,0.205058%
16,420125,SC,"10,099",0.6,0.205058%
17,420127,SC,"4,270",0.6,0.205058%
18,420130,SC,"29,593",1.4,0.478469%
19,420140,SC,"64,405",2.4,0.820232%
20,420150,SC,"8,159",0.6,0.205058%
21,420160,SC,"3,562",0.6,0.205058%
22,420165,SC,"2,281",0.6,0.205058%
23,420170,SC,"7,683",0.6,0.205058%
24,420180,SC,"3,310",0.6,0.205058%
25,420190,SC,"5,661",0.6,0.205058%
26,420195,SC,"10,876",0.8,0.273411%
27,420205,SC,"9,330",0.6,0.205058%
28,420200,SC,"120,926",3.4,1.161996%
29,420207,SC,"9,259",0.6,0.205058%
30,421280,SC,"19,329",1.2,0.410116%
31,422000,SC,"11,628",0.8,0.273411%
32,420208,SC,"2,865",0.6,0.205058%
33,420209,SC,"1,842",0.6,0.205058%
34,420210,SC,"24,943",1.4,0.478469%
35,420213,SC,"6,191",0.6,0.205058%
36,420215,SC,"2,692",0.6,0.205058%
37,420220,SC,"10,906",0.8,0.273411%
38,420230,SC,"62,383",2.4,0.820232%
39,420240,SC,"329,082",4.0,1.367054%
40,420243,SC,"3,393",0.6,0.205058%
41,420250,SC,"4,566",0.6,0.205058%
42,420253,SC,"2,721",0.6,0.205058%
43,420257,SC,"2,160",0.6,0.205058%
44,420260,SC,"9,397",0.6,0.205058%
45,420245,SC,"16,311",1.0,0.341763%
46,420270,SC,"4,785",0.6,0.205058%
47,420280,SC,"30,868",1.6,0.546822%
48,420285,SC,"3,599",0.6,0.205058%
49,420287,SC,"2,741",0.6,0.205058%
50,420290,SC,"116,634",3.4,1.161996%
51,420300,SC,"74,276",2.6,0.888585%
52,420310,SC,"6,274",0.6,0.205058%
53,420315,SC,"3,416",0.6,0.205058%
54,420320,SC,"70,068",2.4,0.820232%
55,420330,SC,"11,972",0.8,0.273411%
56,420340,SC,"7,419",0.6,0.205058%
57,420350,SC,"9,203",0.6,0.205058%
58,420360,SC,"34,386",1.6,0.546822%
59,420370,SC,"11,286",0.8,0.273411%
60,420380,SC,"53,969",2.2,0.751880%
61,420325,SC,"2,711",0.6,0.205058%
62,420390,SC,"21,726",1.2,0.410116%
63,420395,SC,"23,018",1.2,0.410116%
64,420400,SC,"10,112",0.6,0.205058%
65,420410,SC,"4,208",0.6,0.205058%
66,420415,SC,"2,792",0.6,0.205058%
67,420417,SC,"3,472",0.6,0.205058%
68,420419,SC,"2,871",0.6,0.205058%
69,420420,SC,"198,188",4.0,1.367054%
70,420425,SC,"15,860",1.0,0.341763%
71,420430,SC,"71,499",2.6,0.888585%
72,420435,SC,"4,043",0.6,0.205058%
73,420440,SC,"10,272",0.8,0.273411%
74,420445,SC,"2,520",0.6,0.205058%
75,420455,SC,"14,301",1.0,0.341763%
76,420450,SC,"14,716",1.0,0.341763%
77,420460,SC,"202,395",4.0,1.367054%
78,420470,SC,"10,905",0.8,0.273411%
79,420475,SC,"1,931",0.6,0.205058%
80,420480,SC,"38,890",1.8,0.615174%
81,420490,SC,"8,612",0.6,0.205058%
82,420500,SC,"15,227",1.0,0.341763%
83,420510,SC,"3,912",0.6,0.205058%
84,420515,SC,"3,828",0.6,0.205058%
85,420517,SC,"3,118",0.6,0.205058%
86,420519,SC,"2,081",0.6,0.205058%
87,420520,SC,"4,448",0.6,0.205058%
88,420530,SC,"10,797",0.8,0.273411%
89,420535,SC,"1,605",0.6,0.205058%
90,420543,SC,"2,603",0.6,0.205058%
91,420545,SC,"24,256",1.4,0.478469%
92,420550,SC,"35,618",1.6,0.546822%
93,420555,SC,"2,354",0.6,0.205058%
94,420560,SC,"3,379",0.6,0.205058%
95,420570,SC,"20,024",1.2,0.410116%
96,420580,SC,"16,081",1.0,0.341763%
97,420590,SC,"62,618",2.4,0.820232%
98,420600,SC,"13,655",1.0,0.341763%
99,420610,SC,"6,418",0.6,0.205058%
100,420620,SC,"11,064",0.8,0.273411%
101,420630,SC,"20,474",1.2,0.410116%
102,420640,SC,"10,492",0.8,0.273411%
103,420650,SC,"38,851",1.8,0.615174%
104,420660,SC,"5,054",0.6,0.205058%
105,420665,SC,"4,746",0.6,0.205058%
106,420670,SC,"21,961",1.2,0.410116%
107,420675,SC,"1,973",0.6,0.205058%
108,420680,SC,"3,359",0.6,0.205058%
109,420690,SC,"18,097",1.2,0.410116%
110,420700,SC,"51,416",2.2,0.751880%
111,420710,SC,"13,124",0.8,0.273411%
112,420720,SC,"11,301",0.8,0.273411%
113,420730,SC,"42,244",1.8,0.615174%
114,420740,SC,"5,946",0.6,0.205058%
115,420750,SC,"60,433",2.2,0.751880%
116,420757,SC,"2,842",0.6,0.205058%
117,420760,SC,"4,713",0.6,0.205058%
118,420765,SC,"8,714",0.6,0.205058%
119,420768,SC,"7,123",0.6,0.205058%
120,420770,SC,"7,435",0.6,0.205058%
121,420775,SC,"4,212",0.6,0.205058%
122,420780,SC,"9,948",0.6,0.205058%
123,420785,SC,"2,067",0.6,0.205058%
124,420790,SC,"10,843",0.8,0.273411%
125,420800,SC,"6,420",0.6,0.205058%
126,420810,SC,"21,015",1.2,0.410116%
127,420820,SC,"197,809",4.0,1.367054%
128,420830,SC,"52,923",2.2,0.751880%
129,420840,SC,"16,107",1.0,0.341763%
130,420845,SC,"16,899",1.0,0.341763%
131,420850,SC,"23,490",1.2,0.410116%
132,420860,SC,"4,057",0.6,0.205058%
133,420870,SC,"10,677",0.8,0.273411%
134,420880,SC,"18,425",1.2,0.410116%
135,420890,SC,"156,519",4.0,1.367054%
136,420895,SC,"1,721",0.6,0.205058%
137,420900,SC,"28,398",1.4,0.478469%
138,420910,SC,"546,981",4.0,1.367054%
139,420915,SC,"4,837",0.6,0.205058%
140,420917,SC,"2,158",0.6,0.205058%
141,420920,SC,"2,242",0.6,0.205058%
142,420930,SC,"158,961",4.0,1.367054%
143,420940,SC,"43,979",1.8,0.615174%
144,420945,SC,"1,488",0.6,0.205058%
145,420950,SC,"6,402",0.6,0.205058%
146,420960,SC,"14,841",1.0,0.341763%
147,420970,SC,"12,077",0.8,0.273411%
148,420980,SC,"3,298",0.6,0.205058%
149,420985,SC,"4,674",0.6,0.205058%
150,420990,SC,"11,005",0.8,0.273411%
151,421000,SC,"11,395",0.8,0.273411%
152,421003,SC,"5,698",0.6,0.205058%
153,421005,SC,"1,831",0.6,0.205058%
154,421010,SC,"54,708",2.2,0.751880%
155,421020,SC,"3,375",0.6,0.205058%
156,421030,SC,"7,782",0.6,0.205058%
157,421040,SC,"6,784",0.6,0.205058%
158,421050,SC,"23,602",1.2,0.410116%
159,421055,SC,"2,094",0.6,0.205058%
160,421060,SC,"15,586",1.0,0.341763%
161,421070,SC,"2,767",0.6,0.205058%
162,421080,SC,"7,085",0.6,0.205058%
163,421085,SC,"2,476",0.6,0.205058%
164,421090,SC,"4,147",0.6,0.205058%
165,421100,SC,"10,877",0.8,0.273411%
166,421105,SC,"9,604",0.6,0.205058%
167,421110,SC,"8,478",0.6,0.205058%
168,421120,SC,"16,888",1.0,0.341763%
169,421125,SC,"2,928",0.6,0.205058%
170,421130,SC,"68,337",2.4,0.820232%
171,421140,SC,"4,577",0.6,0.205058%
172,421145,SC,"4,338",0.6,0.205058%
173,421150,SC,"13,135",0.8,0.273411%
174,421160,SC,"14,098",1.0,0.341763%
175,421165,SC,"2,681",0.6,0.205058%
176,421170,SC,"22,171",1.2,0.410116%
177,421175,SC,"17,349",1.2,0.410116%
178,421180,SC,"7,436",0.6,0.205058%
179,421185,SC,"2,281",0.6,0.205058%
180,421187,SC,"1,698",0.6,0.205058%
181,421189,SC,"2,385",0.6,0.205058%
182,421190,SC,"150,623",3.8,1.298714%
183,421200,SC,"7,747",0.6,0.205058%
184,421205,SC,"2,488",0.6,0.205058%
185,421210,SC,"16,270",1.0,0.341763%
186,421220,SC,"18,568",1.2,0.410116%
187,421223,SC,"3,915",0.6,0.205058%
188,421225,SC,"7,447",0.6,0.205058%
189,421227,SC,"4,387",0.6,0.205058%
190,421230,SC,"7,045",0.6,0.205058%
191,421240,SC,"4,110",0.6,0.205058%
192,421250,SC,"27,936",1.4,0.478469%
193,421260,SC,"2,958",0.6,0.205058%
194,421265,SC,"9,687",0.6,0.205058%
195,421270,SC,"6,140",0.6,0.205058%
196,421290,SC,"17,868",1.2,0.410116%
197,421300,SC,"3,310",0.6,0.205058%
198,421310,SC,"4,533",0.6,0.205058%
199,421315,SC,"2,761",0.6,0.205058%
200,421320,SC,"30,009",1.4,0.478469%
201,421330,SC,"4,885",0.6,0.205058%
202,421335,SC,"3,381",0.6,0.205058%
203,421340,SC,"11,358",0.8,0.273411%
204,421350,SC,"18,066",1.2,0.410116%
205,421360,SC,"34,551",1.6,0.546822%
206,421370,SC,"15,882",1.0,0.341763%
207,421380,SC,"7,377",0.6,0.205058%
208,421390,SC,"1,691",0.6,0.205058%
209,421400,SC,"15,943",1.0,0.341763%
210,421410,SC,"2,314",0.6,0.205058%
211,421415,SC,"2,848",0.6,0.205058%
212,421420,SC,"10,255",0.8,0.273411%
213,421430,SC,"2,827",0.6,0.205058%
214,421440,SC,"6,245",0.6,0.205058%
215,421450,SC,"6,185",0.6,0.205058%
216,421460,SC,"7,319",0.6,0.205058%
217,421480,SC,"65,256",2.4,0.820232%
218,421470,SC,"10,879",0.8,0.273411%
219,421490,SC,"4,557",0.6,0.205058%
220,421500,SC,"41,167",1.8,0.615174%
221,421505,SC,"2,482",0.6,0.205058%
222,421507,SC,"4,810",0.6,0.205058%
223,421510,SC,"11,270",0.8,0.273411%
224,421520,SC,"5,421",0.6,0.205058%
225,421530,SC,"7,553",0.6,0.205058%
226,421535,SC,"3,948",0.6,0.205058%
227,421540,SC,"4,495",0.6,0.205058%
228,421545,SC,"11,294",0.8,0.273411%
229,421550,SC,"16,315",1.0,0.341763%
230,421555,SC,"2,354",0.6,0.205058%
231,421560,SC,"2,116",0.6,0.205058%
232,421565,SC,"8,261",0.6,0.205058%
233,421567,SC,"8,883",0.6,0.205058%
234,421568,SC,"2,776",0.6,0.205058%
235,421569,SC,"1,414",0.6,0.205058%
236,421570,SC,"21,221",1.2,0.410116%
237,421580,SC,"78,998",2.6,0.888585%
238,421575,SC,"2,641",0.6,0.205058%
239,421590,SC,"2,989",0.6,0.205058%
240,421600,SC,"10,753",0.8,0.273411%
241,421605,SC,"5,255",0.6,0.205058%
242,421610,SC,"9,530",0.6,0.205058%
243,421620,SC,"46,477",2.0,0.683527%
244,421630,SC,"30,337",1.4,0.478469%
245,421635,SC,"3,578",0.6,0.205058%
246,421625,SC,"6,211",0.6,0.205058%
247,421640,SC,"7,183",0.6,0.205058%
248,421650,SC,"25,841",1.4,0.478469%
249,421660,SC,"224,779",4.0,1.367054%
250,421670,SC,"13,904",1.0,0.341763%
251,421680,SC,"9,061",0.6,0.205058%
252,421690,SC,"22,786",1.2,0.410116%
253,421700,SC,"11,940",0.8,0.273411%
254,421710,SC,"3,239",0.6,0.205058%
255,421715,SC,"1,897",0.6,0.205058%
256,421720,SC,"38,162",1.8,0.615174%
257,421725,SC,"5,139",0.6,0.205058%
258,421730,SC,"9,382",0.6,0.205058%
259,421740,SC,"17,538",1.2,0.410116%
260,421750,SC,"17,351",1.2,0.410116%
261,421755,SC,"3,323",0.6,0.205058%
262,421760,SC,"13,499",0.8,0.273411%
263,421770,SC,"28,209",1.4,0.478469%
264,421775,SC,"2,698",0.6,0.205058%
265,421780,SC,"17,856",1.2,0.410116%
266,421790,SC,"8,777",0.6,0.205058%
267,421795,SC,"1,746",0.6,0.205058%
268,421800,SC,"33,847",1.6,0.546822%
269,421810,SC,"5,387",0.6,0.205058%
270,421820,SC,"39,740",1.8,0.615174%
271,421825,SC,"7,495",0.6,0.205058%
272,421830,SC,"18,740",1.2,0.410116%
273,421835,SC,"3,706",0.6,0.205058%
274,421840,SC,"7,036",0.6,0.205058%
275,421850,SC,"6,925",0.6,0.205058%
276,421860,SC,"6,901",0.6,0.205058%
277,421870,SC,"101,284",3.0,1.025303%
278,421875,SC,"4,660",0.6,0.205058%
279,421880,SC,"12,353",0.8,0.273411%
280,421885,SC,"2,802",0.6,0.205058%
281,421890,SC,"11,012",0.8,0.273411%
282,421895,SC,"2,507",0.6,0.205058%
283,421900,SC,"20,826",1.2,0.410116%
284,421910,SC,"3,590",0.6,0.205058%
285,421915,SC,"2,718",0.6,0.205058%
286,421917,SC,"4,752",0.6,0.205058%
287,421920,SC,"6,377",0.6,0.205058%
288,421930,SC,"49,768",2.0,0.683527%
289,421935,SC,"5,190",0.6,0.205058%
290,421940,SC,"3,769",0.6,0.205058%
291,421950,SC,"46,981",2.0,0.683527%
292,421960,SC,"4,124",0.6,0.205058%
293,421970,SC,"27,039",1.4,0.478469%
294,421985,SC,"3,153",0.6,0.205058%
2,280020,SE,"21,023",1.2,1.463415%
3,280040,SE,"10,796",0.8,0.975610%
4,280050,SE,"17,825",1.2,1.463415%
5,280060,SE,"27,495",1.4,1.707317%
6,280067,SE,"26,529",1.4,1.707317%
7,280070,SE,"8,110",0.6,0.731707%
8,280100,SE,"17,594",1.2,1.463415%
9,280110,SE,"4,057",0.6,0.731707%
10,280120,SE,"27,136",1.4,1.707317%
11,280130,SE,"32,666",1.6,1.951220%
12,280140,SE,"21,109",1.2,1.463415%
13,280150,SE,"14,937",1.0,1.219512%
14,280160,SE,"5,846",0.6,0.731707%
15,280170,SE,"17,536",1.2,1.463415%
16,280190,SE,"3,955",0.6,0.731707%
17,280200,SE,"4,715",0.6,0.731707%
18,280210,SE,"67,491",2.4,2.926829%
19,280220,SE,"5,529",0.6,0.731707%
20,280230,SE,"14,730",1.0,1.219512%
21,280240,SE,"11,712",0.8,0.975610%
22,280250,SE,"3,143",0.6,0.731707%
23,280260,SE,"5,824",0.6,0.731707%
24,280270,SE,"8,582",0.6,0.731707%
25,280280,SE,"16,940",1.0,1.219512%
26,280290,SE,"91,873",3.0,3.658537%
27,280300,SE,"40,821",1.8,2.195122%
28,280310,SE,"5,048",0.6,0.731707%
29,280320,SE,"32,496",1.6,1.951220%
30,280330,SE,"17,903",1.2,1.463415%
31,280340,SE,"13,253",0.8,0.975610%
32,280350,SE,"100,330",3.0,3.658537%
33,280360,SE,"28,533",1.4,1.707317%
34,280370,SE,"6,723",0.6,0.731707%
35,280380,SE,"3,610",0.6,0.731707%
36,280390,SE,"12,501",0.8,0.975610%
37,280400,SE,"16,998",1.2,1.463415%
38,280410,SE,"11,350",0.8,0.975610%
39,280420,SE,"14,513",1.0,1.219512%
40,280430,SE,"7,598",0.6,0.731707%
41,280440,SE,"18,964",1.2,1.463415%
42,280445,SE,"8,788",0.6,0.731707%
43,280450,SE,"34,799",1.6,1.951220%
44,280460,SE,"25,839",1.4,1.707317%
45,280470,SE,"6,456",0.6,0.731707%
46,280480,SE,"172,547",4.0,4.878050%
47,280490,SE,"13,896",1.0,1.219512%
48,280500,SE,"3,141",0.6,0.731707%
49,280510,SE,"9,298",0.6,0.731707%
50,280520,SE,"6,318",0.6,0.731707%
51,280530,SE,"8,877",0.6,0.731707%
52,280540,SE,"32,949",1.6,1.951220%
53,280550,SE,"23,078",1.2,1.463415%
54,280560,SE,"28,237",1.4,1.707317%
55,280570,SE,"29,467",1.4,1.707317%
56,280580,SE,"19,937",1.2,1.463415%
57,280590,SE,"9,863",0.6,0.731707%
58,280600,SE,"18,071",1.2,1.463415%
59,280610,SE,"10,013",0.6,0.731707%
60,280620,SE,"19,994",1.2,1.463415%
61,280630,SE,"13,628",1.0,1.219512%
62,280650,SE,"3,886",0.6,0.731707%
63,280640,SE,"7,456",0.6,0.731707%
64,280660,SE,"11,899",0.8,0.975610%
65,280670,SE,"84,620",2.8,3.414635%
66,280680,SE,"10,801",0.8,0.975610%
67,280690,SE,"3,705",0.6,0.731707%
68,280700,SE,"3,859",0.6,0.731707%
69,280710,SE,"40,199",1.8,2.195122%
70,280720,SE,"8,496",0.6,0.731707%
71,280730,SE,"3,117",0.6,0.731707%
72,280740,SE,"50,557",2.0,2.439024%
73,280750,SE,"13,192",0.8,0.975610%
74,280760,SE,"23,950",1.4,1.707317%
2,350020,SP,"3,639",0.6,0.067537%
3,350030,SP,"34,188",1.6,0.180099%
4,350040,SP,"7,942",0.6,0.067537%
5,350050,SP,"18,108",1.2,0.135074%
6,350055,SP,"5,876",0.6,0.067537%
7,350060,SP,"3,004",0.6,0.067537%
8,350070,SP,"36,150",1.6,0.180099%
9,350075,SP,"5,356",0.6,0.067537%
10,350080,SP,"4,064",0.6,0.067537%
11,350090,SP,"4,010",0.6,0.067537%
12,350100,SP,"16,137",1.0,0.112562%
13,350110,SP,"4,193",0.6,0.067537%
14,350115,SP,"17,784",1.2,0.135074%
15,350120,SP,"3,915",0.6,0.067537%
16,350130,SP,"24,482",1.4,0.157587%
17,350140,SP,"4,937",0.6,0.067537%
18,350150,SP,"3,137",0.6,0.067537%
19,350160,SP,"224,551",4.0,0.450249%
20,350170,SP,"37,165",1.6,0.180099%
21,350180,SP,"5,916",0.6,0.067537%
22,350190,SP,"69,322",2.4,0.270149%
23,350200,SP,"4,612",0.6,0.067537%
24,350210,SP,"57,145",2.2,0.247636%
25,350220,SP,"23,666",1.2,0.135074%
26,350230,SP,"6,120",0.6,0.067537%
27,350240,SP,"3,941",0.6,0.067537%
28,350250,SP,"36,151",1.6,0.180099%
29,350260,SP,"4,468",0.6,0.067537%
30,350270,SP,"25,491",1.4,0.157587%
31,350275,SP,"19,144",1.2,0.135074%
32,350280,SP,"190,536",4.0,0.450249%
33,350290,SP,"30,088",1.4,0.157587%
34,350300,SP,"5,416",0.6,0.067537%
35,350310,SP,"6,334",0.6,0.067537%
36,350315,SP,"2,541",0.6,0.067537%
37,350320,SP,"222,036",4.0,0.450249%
38,350330,SP,"126,391",3.4,0.382710%
39,350335,SP,"1,925",0.6,0.067537%
40,350340,SP,"8,245",0.6,0.067537%
41,350350,SP,"3,839",0.6,0.067537%
42,350360,SP,"10,989",0.8,0.090050%
43,350370,SP,"9,095",0.6,0.067537%
44,350380,SP,"48,420",2.0,0.225124%
45,350390,SP,"81,326",2.6,0.292661%
46,350395,SP,"1,854",0.6,0.067537%
47,350400,SP,"100,204",3.0,0.337686%
48,350410,SP,"134,567",3.6,0.405223%
49,350420,SP,"14,831",1.0,0.112562%
50,350430,SP,"5,210",0.6,0.067537%
51,350440,SP,"12,307",0.8,0.090050%
52,350450,SP,"87,238",2.8,0.315173%
53,350460,SP,"15,851",1.0,0.112562%
54,350470,SP,"4,433",0.6,0.067537%
55,350480,SP,"8,631",0.6,0.067537%
56,350490,SP,"10,680",0.8,0.090050%
57,350500,SP,"3,297",0.6,0.067537%
58,350510,SP,"6,998",0.6,0.067537%
59,350520,SP,"33,466",1.6,0.180099%
60,350530,SP,"36,310",1.6,0.180099%
61,350535,SP,"5,514",0.6,0.067537%
62,350540,SP,"7,878",0.6,0.067537%
63,350550,SP,"117,779",3.4,0.382710%
64,350560,SP,"30,506",1.4,0.157587%
65,350570,SP,"256,756",4.0,0.450249%
66,350580,SP,"21,061",1.2,0.135074%
67,350590,SP,"59,654",2.2,0.247636%
68,350600,SP,"362,062",4.0,0.450249%
69,350610,SP,"77,487",2.6,0.292661%
70,350620,SP,"2,831",0.6,0.067537%
71,350630,SP,"11,133",0.8,0.090050%
72,350635,SP,"53,679",2.2,0.247636%
73,350640,SP,"7,519",0.6,0.067537%
74,350650,SP,"115,898",3.4,0.382710%
75,350660,SP,"30,492",1.4,0.157587%
76,350670,SP,"14,356",1.0,0.112562%
77,350680,SP,"11,568",0.8,0.090050%
78,350690,SP,"10,504",0.8,0.090050%
79,350700,SP,"53,431",2.2,0.247636%
80,350710,SP,"21,976",1.2,0.135074%
81,350715,SP,"3,772",0.6,0.067537%
82,350720,SP,834,0.6,0.067537%
83,350730,SP,"4,540",0.6,0.067537%
84,350740,SP,"15,335",1.0,0.112562%
85,350745,SP,"2,458",0.6,0.067537%
86,350750,SP,"136,269",3.6,0.405223%
87,350760,SP,"156,995",4.0,0.450249%
88,350770,SP,"5,345",0.6,0.067537%
89,350775,SP,"2,723",0.6,0.067537%
90,350780,SP,"22,797",1.2,0.135074%
91,350790,SP,"22,959",1.2,0.135074%
92,350800,SP,"19,395",1.2,0.135074%
93,350810,SP,"16,312",1.0,0.112562%
94,350820,SP,"4,279",0.6,0.067537%
95,350830,SP,"4,430",0.6,0.067537%
96,350840,SP,"45,112",2.0,0.225124%
97,350850,SP,"89,668",2.8,0.315173%
98,350860,SP,"31,791",1.6,0.180099%
99,350870,SP,"18,926",1.2,0.135074%
100,350880,SP,"17,346",1.2,0.135074%
101,350890,SP,"4,201",0.6,0.067537%
102,350900,SP,"93,215",3.0,0.337686%
103,350910,SP,"5,418",0.6,0.067537%
104,350920,SP,"69,584",2.4,0.270149%
105,350925,SP,"29,059",1.4,0.157587%
106,350930,SP,"10,232",0.8,0.090050%
107,350940,SP,"24,783",1.4,0.157587%
108,350945,SP,"5,836",0.6,0.067537%
109,350950,SP,"1,144,862",4.0,0.450249%
110,350960,SP,"79,091",2.6,0.292661%
111,350970,SP,"50,221",2.0,0.225124%
112,350980,SP,"4,776",0.6,0.067537%
113,350990,SP,"12,598",0.8,0.090050%
114,350995,SP,"4,722",0.6,0.067537%
115,351000,SP,"30,993",1.6,0.180099%
116,351010,SP,"2,767",0.6,0.067537%
117,351015,SP,"4,737",0.6,0.067537%
118,351020,SP,"47,510",2.0,0.225124%
119,351030,SP,"18,933",1.2,0.135074%
120,351040,SP,"51,949",2.2,0.247636%
121,351050,SP,"109,678",3.2,0.360198%
122,351060,SP,"387,788",4.0,0.450249%
123,351070,SP,"12,233",0.8,0.090050%
124,351080,SP,"29,597",1.4,0.157587%
125,351090,SP,"2,657",0.6,0.067537%
126,351100,SP,"19,360",1.2,0.135074%
127,351110,SP,"118,209",3.4,0.382710%
